"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~4세","2026년06월_계_5~9세","2026년06월_계_10~14세","2026년06월_계_15~19세","2026년06월_계_20~24세","2026년06월_계_25~29세","2026년06월_계_30~34세","2026년06월_계_35~39세","2026년06월_계_40~44세","2026년06월_계_45~49세","2026년06월_계_50~54세","2026년06월_계_55~59세","2026년06월_계_60~64세","2026년06월_계_65~69세","2026년06월_계_70~74세","2026년06월_계_75~79세","2026년06월_계_80~84세","2026년06월_계_85~89세","2026년06월_계_90~94세","2026년06월_계_95~99세","2026년06월_계_100세 이상","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0~4세","2026년06월_남_5~9세","2026년06월_남_10~14세","2026년06월_남_15~19세","2026년06월_남_20~24세","2026년06월_남_25~29세","2026년06월_남_30~34세","2026년06월_남_35~39세","2026년06월_남_40~44세","2026년06월_남_45~49세","2026년06월_남_50~54세","2026년06월_남_55~59세","2026년06월_남_60~64세","2026년06월_남_65~69세","2026년06월_남_70~74세","2026년06월_남_75~79세","2026년06월_남_80~84세","2026년06월_남_85~89세","2026년06월_남_90~94세","2026년06월_남_95~99세","2026년06월_남_100세 이상","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0~4세","2026년06월_여_5~9세","2026년06월_여_10~14세","2026년06월_여_15~19세","2026년06월_여_20~24세","2026년06월_여_25~29세","2026년06월_여_30~34세","2026년06월_여_35~39세","2026년06월_여_40~44세","2026년06월_여_45~49세","2026년06월_여_50~54세","2026년06월_여_55~59세","2026년06월_여_60~64세","2026년06월_여_65~69세","2026년06월_여_70~74세","2026년06월_여_75~79세","2026년06월_여_80~84세","2026년06월_여_85~89세","2026년06월_여_90~94세","2026년06월_여_95~99세","2026년06월_여_100세 이상"
"전라남도 완도군 (4689000000)","44,175","44,175","779","1,097","1,566","1,575","1,222","1,409","1,338","1,371","2,241","2,800","3,152","3,846","4,241","4,792","3,706","3,380","2,847","1,964","676","154","19","22,482","22,482","395","580","825","838","719","807","759","753","1,255","1,634","1,831","2,228","2,289","2,376","1,840","1,520","1,074","577","152","27","3","21,693","21,693","384","517","741","737","503","602","579","618","986","1,166","1,321","1,618","1,952","2,416","1,866","1,860","1,773","1,387","524","127","16"
"전라남도 진도군 (4690000000)","27,882","27,882","461","601","886","1,034","815","1,017","877","900","1,225","1,544","2,015","2,452","2,806","3,178","2,249","2,072","1,815","1,344","475","105","11","14,068","14,068","230","270","463","532","475","598","489","456","685","903","1,180","1,415","1,544","1,642","1,114","963","623","365","102","17","2","13,814","13,814","231","331","423","502","340","419","388","444","540","641","835","1,037","1,262","1,536","1,135","1,109","1,192","979","373","88","9"
"전라남도 신안군 (4691000000)","42,319","42,319","612","789","1,173","1,529","1,399","1,427","1,254","1,280","1,914","2,442","3,171","4,123","4,705","4,967","3,598","2,911","2,492","1,737","646","130","20","22,747","22,747","304","433","618","771","755","874","755","740","1,170","1,507","1,998","2,461","2,693","2,740","1,912","1,406","958","503","130","17","2","19,572","19,572","308","356","555","758","644","553","499","540","744","935","1,173","1,662","2,012","2,227","1,686","1,505","1,534","1,234","516","113","18"
"경상북도  (4700000000)","2,495,919","2,495,919","52,008","71,645","104,655","109,965","97,501","115,981","128,675","122,543","152,680","175,345","201,213","227,947","228,254","236,147","175,418","121,519","85,091","59,624","24,418","4,703","587","1,264,218","1,264,218","26,817","36,706","54,222","58,124","55,414","66,861","72,567","66,386","79,778","91,861","104,355","117,929","117,822","118,375","84,097","55,813","32,287","18,260","5,698","763","83","1,231,701","1,231,701","25,191","34,939","50,433","51,841","42,087","49,120","56,108","56,157","72,902","83,484","96,858","110,018","110,432","117,772","91,321","65,706","52,804","41,364","18,720","3,940","504"
"경상북도 포항시 (4711000000)","487,008","487,008","11,641","15,850","23,549","22,335","17,391","24,949","28,434","26,095","33,001","36,707","39,697","43,863","42,696","44,548","32,895","20,417","12,390","7,303","2,656","531","60","246,682","246,682","6,067","8,202","12,277","11,685","10,015","14,381","16,348","14,114","16,934","18,779","19,855","22,098","21,150","21,212","15,906","9,643","4,977","2,363","583","83","10","240,326","240,326","5,574","7,648","11,272","10,650","7,376","10,568","12,086","11,981","16,067","17,928","19,842","21,765","21,546","23,336","16,989","10,774","7,413","4,940","2,073","448","50"
"경상북도 포항시 남구 (4711100000)","212,298","212,298","4,025","6,432","10,288","9,686","7,730","11,383","11,383","10,384","14,284","16,460","17,539","19,287","18,598","19,942","15,196","9,445","5,679","3,194","1,126","216","21","110,104","110,104","2,109","3,320","5,363","5,094","4,619","6,953","6,887","5,690","7,443","8,723","9,162","10,185","9,479","9,507","7,410","4,481","2,352","1,049","248","28","2","102,194","102,194","1,916","3,112","4,925","4,592","3,111","4,430","4,496","4,694","6,841","7,737","8,377","9,102","9,119","10,435","7,786","4,964","3,327","2,145","878","188","19"
"경상북도 포항시 북구 (4711300000)","274,710","274,710","7,616","9,418","13,261","12,649","9,661","13,566","17,051","15,711","18,717","20,247","22,158","24,576","24,098","24,606","17,699","10,972","6,711","4,109","1,530","315","39","136,578","136,578","3,958","4,882","6,914","6,591","5,396","7,428","9,461","8,424","9,491","10,056","10,693","11,913","11,671","11,705","8,496","5,162","2,625","1,314","335","55","8","138,132","138,132","3,658","4,536","6,347","6,058","4,265","6,138","7,590","7,287","9,226","10,191","11,465","12,663","12,427","12,901","9,203","5,810","4,086","2,795","1,195","260","31"
"경상북도 경주시 (4713000000)","243,051","243,051","4,806","6,363","8,957","9,628","8,806","10,916","11,948","11,173","13,528","16,219","20,475","23,849","24,125","23,974","17,927","12,768","8,868","5,843","2,396","431","51","121,760","121,760","2,504","3,252","4,568","5,072","4,971","6,096","6,690","6,019","7,052","8,540","10,443","12,250","12,402","11,928","8,470","5,792","3,390","1,702","542","66","11","121,291","121,291","2,302","3,111","4,389","4,556","3,835","4,820","5,258","5,154","6,476","7,679","10,032","11,599","11,723","12,046","9,457","6,976","5,478","4,141","1,854","365","40"
"경상북도 김천시 (4715000000)","132,740","132,740","3,011","3,972","5,616","6,365","4,513","5,596","6,631","6,236","7,818","9,079","10,100","11,944","12,128","12,802","9,769","6,828","4,734","3,692","1,536","333","37","66,946","66,946","1,562","2,068","2,905","3,643","2,558","3,160","3,716","3,333","4,032","4,814","5,220","6,171","6,276","6,448","4,614","3,113","1,768","1,095","375","71","4","65,794","65,794","1,449","1,904","2,711","2,722","1,955","2,436","2,915","2,903","3,786","4,265","4,880","5,773","5,852","6,354","5,155","3,715","2,966","2,597","1,161","262","33"
"경상북도 안동시 (4717000000)","151,864","151,864","2,983","4,028","5,963","7,134","7,641","7,257","7,406","6,574","8,150","9,935","12,009","13,183","13,008","14,632","11,284","8,104","6,124","4,317","1,729","358","45","75,321","75,321","1,536","2,095","3,148","3,761","4,141","3,898","4,102","3,464","4,111","5,118","6,250","6,829","6,553","7,222","5,154","3,743","2,328","1,378","414","69","7","76,543","76,543","1,447","1,933","2,815","3,373","3,500","3,359","3,304","3,110","4,039","4,817","5,759","6,354","6,455","7,410","6,130","4,361","3,796","2,939","1,315","289","38"
"경상북도 구미시 (4719000000)","402,726","402,726","10,499","15,931","22,770","21,911","18,609","23,914","28,952","28,169","34,006","35,453","35,192","36,544","30,719","25,155","15,040","8,621","5,552","3,696","1,635","314","44","208,468","208,468","5,360","8,144","11,742","11,606","10,908","14,141","16,079","15,384","17,743","18,246","17,411","18,165","15,938","12,834","7,328","3,919","2,033","1,059","366","58","4","194,258","194,258","5,139","7,787","11,028","10,305","7,701","9,773","12,873","12,785","16,263","17,207","17,781","18,379","14,781","12,321","7,712","4,702","3,519","2,637","1,269","256","40"
"경상북도 영주시 (4721000000)","96,440","96,440","1,615","2,336","3,667","4,768","3,671","3,874","3,759","3,641","4,692","6,030","7,598","8,744","8,816","10,129","8,275","5,884","4,303","3,093","1,256","252","37","47,988","47,988","821","1,203","1,922","2,635","2,124","2,250","2,106","2,003","2,399","3,114","3,925","4,564","4,481","4,922","3,767","2,698","1,652","1,021","328","48","5","48,452","48,452","794","1,133","1,745","2,133","1,547","1,624","1,653","1,638","2,293","2,916","3,673","4,180","4,335","5,207","4,508","3,186","2,651","2,072","928","204","32"
"경상북도 영천시 (4723000000)","94,107","94,107","1,892","2,083","2,735","3,279","2,595","3,374","3,850","3,746","4,599","5,231","7,145","9,013","9,903","10,776","8,484","6,426","4,524","3,022","1,214","202","14","48,102","48,102","975","1,072","1,403","1,764","1,532","2,003","2,189","1,959","2,536","2,905","3,954","4,799","5,318","5,574","4,137","3,026","1,682","958","285","29","2","46,005","46,005","917","1,011","1,332","1,515","1,063","1,371","1,661","1,787","2,063","2,326","3,191","4,214","4,585","5,202","4,347","3,400","2,842","2,064","929","173","12"
"경상북도 상주시 (4725000000)","89,228","89,228","1,400","1,893","3,004","3,770","2,720","2,996","2,858","2,995","4,052","4,934","6,466","7,829","9,105","10,618","8,178","6,177","4,607","3,690","1,577","310","49","44,149","44,149","746","957","1,622","2,034","1,607","1,689","1,593","1,582","2,159","2,634","3,419","4,180","4,769","5,368","3,877","2,781","1,660","1,045","388","34","5","45,079","45,079","654","936","1,382","1,736","1,113","1,307","1,265","1,413","1,893","2,300","3,047","3,649","4,336","5,250","4,301","3,396","2,947","2,645","1,189","276","44"
"경상북도 문경시 (4728000000)","64,774","64,774","912","1,448","2,212","2,546","1,957","2,308","2,178","2,171","2,993","3,687","4,777","5,770","6,536","7,592","6,072","4,506","3,362","2,502","1,018","197","30","31,877","31,877","474","748","1,161","1,351","1,121","1,320","1,196","1,163","1,545","1,938","2,554","3,044","3,345","3,816","2,870","1,997","1,242","767","193","29","3","32,897","32,897","438","700","1,051","1,195","836","988","982","1,008","1,448","1,749","2,223","2,726","3,191","3,776","3,202","2,509","2,120","1,735","825","168","27"
"경상북도 경산시 (4729000000)","263,406","263,406","6,014","7,744","11,212","12,070","17,327","15,720","15,888","14,349","16,673","19,214","22,136","23,582","21,664","20,749","14,880","10,721","6,985","4,451","1,709","288","30","132,254","132,254","3,030","3,916","5,700","6,036","9,187","8,970","8,807","7,817","8,757","9,824","11,175","11,707","10,839","10,158","6,934","4,750","2,777","1,414","403","45","8","131,152","131,152","2,984","3,828","5,512","6,034","8,140","6,750","7,081","6,532","7,916","9,390","10,961","11,875","10,825","10,591","7,946","5,971","4,208","3,037","1,306","243","22"
"경상북도 의성군 (4773000000)","47,952","47,952","630","634","869","1,159","835","1,044","1,266","1,334","1,687","2,048","2,792","4,140","5,487","6,815","5,743","4,212","3,364","2,554","1,126","193","20","24,138","24,138","333","339","450","683","498","591","722","769","950","1,206","1,640","2,353","2,927","3,586","2,813","1,921","1,268","769","288","30","2","23,814","23,814","297","295","419","476","337","453","544","565","737","842","1,152","1,787","2,560","3,229","2,930","2,291","2,096","1,785","838","163","18"
"경상북도 청송군 (4775000000)","24,020","24,020","339","370","477","528","488","749","795","772","902","1,078","1,528","2,294","2,857","3,184","2,552","1,890","1,538","1,137","441","90","11","12,160","12,160","183","180","245","271","271","431","517","459","510","628","883","1,251","1,545","1,603","1,269","884","552","357","108","12","1","11,860","11,860","156","190","232","257","217","318","278","313","392","450","645","1,043","1,312","1,581","1,283","1,006","986","780","333","78","10"
"경상북도 영양군 (4776000000)","15,972","15,972","149","253","389","479","409","488","478","467","586","769","1,067","1,509","1,894","2,060","1,622","1,167","1,042","782","277","72","13","8,061","8,061","65","142","218","249","231","277","282","249","326","447","622","878","1,025","1,054","782","538","369","238","56","13","0","7,911","7,911","84","111","171","230","178","211","196","218","260","322","445","631","869","1,006","840","629","673","544","221","59","13"
"경상북도 영덕군 (4777000000)","32,560","32,560","381","509","815","897","696","824","934","855","1,302","1,639","2,182","3,005","3,576","4,091","3,417","2,674","2,285","1,665","666","135","12","15,665","15,665","197","230","435","472","410","452","547","450","675","870","1,213","1,665","1,885","2,008","1,595","1,148","762","483","146","21","1","16,895","16,895","184","279","380","425","286","372","387","405","627","769","969","1,340","1,691","2,083","1,822","1,526","1,523","1,182","520","114","11"
"경상북도 청도군 (4782000000)","40,021","40,021","484","492","857","1,107","751","876","1,020","1,071","1,493","1,993","2,594","3,581","4,657","5,729","4,609","3,525","2,343","1,845","825","148","21","20,068","20,068","239","252","446","568","425","496","581","587","799","1,108","1,469","1,910","2,536","3,008","2,285","1,667","911","563","197","18","3","19,953","19,953","245","240","411","539","326","380","439","484","694","885","1,125","1,671","2,121","2,721","2,324","1,858","1,432","1,282","628","130","18"
"경상북도 고령군 (4783000000)","29,545","29,545","388","455","738","872","741","904","934","935","1,219","1,591","2,262","2,923","3,416","3,867","2,941","2,101","1,513","1,163","485","85","12","15,292","15,292","205","231","394","467","436","539","532","502","680","873","1,301","1,666","1,880","2,057","1,518","967","568","344","113","15","4","14,253","14,253","183","224","344","405","305","365","402","433","539","718","961","1,257","1,536","1,810","1,423","1,134","945","819","372","70","8"
"경상북도 성주군 (4784000000)","40,461","40,461","615","598","867","1,085","792","1,045","1,378","1,348","1,688","2,089","2,820","3,856","5,037","5,684","4,249","3,117","1,964","1,463","635","121","10","21,207","21,207","303","286","424","589","483","609","835","766","956","1,265","1,657","2,140","2,737","3,114","2,161","1,481","797","456","132","15","1","19,254","19,254","312","312","443","496","309","436","543","582","732","824","1,163","1,716","2,300","2,570","2,088","1,636","1,167","1,007","503","106","9"
"경상북도 칠곡군 (4785000000)","103,537","103,537","1,468","3,074","5,095","5,088","3,798","4,340","4,521","4,993","7,548","9,427","10,537","10,540","9,338","8,448","5,645","3,877","2,801","1,963","859","151","26","54,579","54,579","732","1,570","2,671","2,681","2,260","2,666","2,620","2,734","4,095","5,099","5,709","5,700","5,122","4,492","2,800","1,806","997","587","208","24","6","48,958","48,958","736","1,504","2,424","2,407","1,538","1,674","1,901","2,259","3,453","4,328","4,828","4,840","4,216","3,956","2,845","2,071","1,804","1,376","651","127","20"
"경상북도 예천군 (4790000000)","53,422","53,422","1,466","1,955","2,514","2,189","1,402","1,715","2,251","2,626","3,107","3,541","3,557","3,821","4,431","5,311","4,479","3,232","2,529","2,141","951","186","18","26,468","26,468","756","965","1,280","1,137","846","938","1,173","1,335","1,528","1,852","1,993","2,062","2,268","2,775","2,174","1,462","985","679","234","25","1","26,954","26,954","710","990","1,234","1,052","556","777","1,078","1,291","1,579","1,689","1,564","1,759","2,163","2,536","2,305","1,770","1,544","1,462","717","161","17"
"경상북도 봉화군 (4792000000)","28,122","28,122","276","434","677","944","606","655","646","693","979","1,287","1,821","2,618","3,363","3,960","3,078","2,211","1,710","1,406","618","116","24","14,399","14,399","154","223","366","458","370","393","382","386","532","741","1,106","1,449","1,823","2,101","1,581","1,058","641","449","156","28","2","13,723","13,723","122","211","311","486","236","262","264","307","447","546","715","1,169","1,540","1,859","1,497","1,153","1,069","957","462","88","22"
"경상북도 울진군 (4793000000)","46,195","46,195","934","1,086","1,461","1,607","1,520","2,040","2,142","1,922","2,175","2,816","3,623","4,415","4,520","4,958","3,596","2,557","2,214","1,699","721","168","21","23,689","23,689","522","565","743","857","874","1,281","1,281","1,074","1,160","1,512","2,044","2,475","2,448","2,522","1,705","1,182","796","465","155","25","3","22,506","22,506","412","521","718","750","646","759","861","848","1,015","1,304","1,579","1,940","2,072","2,436","1,891","1,375","1,418","1,234","566","143","18"
"경상북도 울릉군 (4794000000)","8,768","8,768","105","137","211","204","233","397","406","378","482","578","835","924","978","1,065","683","504","339","197","88","22","2","4,945","4,945","53","66","102","105","146","280","269","237","299","348","512","573","555","573","357","237","132","68","28","5","0","3,823","3,823","52","71","109","99","87","117","137","141","183","230","323","351","423","492","326","267","207","129","60","17","2"
"경상남도  (4800000000)","3,195,351","3,195,351","69,970","102,132","153,969","158,116","126,802","153,760","173,441","167,787","216,362","251,959","276,486","298,564","275,774","277,368","192,118","130,514","86,255","56,781","22,224","4,457","512","1,611,870","1,611,870","35,848","52,711","79,252","82,498","71,845","86,607","94,897","88,681","111,697","129,881","141,740","151,837","140,356","137,685","92,104","59,059","32,855","16,849","4,776","636","56","1,583,481","1,583,481","34,122","49,421","74,717","75,618","54,957","67,153","78,544","79,106","104,665","122,078","134,746","146,727","135,418","139,683","100,014","71,455","53,400","39,932","17,448","3,821","456"
"경상남도 창원시 (4812000000)","986,273","986,273","23,199","32,339","47,475","47,070","40,667","54,311","61,073","57,650","69,803","79,137","83,986","91,338","85,212","82,784","56,052","35,435","20,878","12,401","4,507","868","88","498,877","498,877","11,766","16,654","24,471","24,492","22,974","30,975","33,726","30,705","36,277","40,772","42,241","44,958","42,086","40,411","26,679","16,146","8,430","3,969","1,021","115","9","487,396","487,396","11,433","15,685","23,004","22,578","17,693","23,336","27,347","26,945","33,526","38,365","41,745","46,380","43,126","42,373","29,373","19,289","12,448","8,432","3,486","753","79"
"경상남도 창원시 의창구 (4812100000)","209,377","209,377","5,100","6,947","9,680","9,375","8,671","12,189","13,708","12,312","14,789","15,856","17,460","20,360","19,505","18,022","11,486","6,768","3,788","2,283","875","185","18","106,478","106,478","2,617","3,566","4,891","4,918","4,921","6,925","7,538","6,592","7,673","8,155","8,793","9,790","9,768","9,055","5,626","3,235","1,523","681","187","21","3","102,899","102,899","2,483","3,381","4,789","4,457","3,750","5,264","6,170","5,720","7,116","7,701","8,667","10,570","9,737","8,967","5,860","3,533","2,265","1,602","688","164","15"
"경상남도 창원시 성산구 (4812300000)","245,292","245,292","6,928","8,674","11,841","11,880","10,579","16,776","18,776","17,458","17,589","19,004","21,099","24,563","22,556","18,298","9,388","4,969","2,558","1,588","624","131","13","125,181","125,181","3,491","4,421","6,117","6,215","5,991","9,669","10,419","9,353","9,097","9,509","9,892","11,507","11,082","9,537","4,762","2,437","1,048","488","129","17","0","120,111","120,111","3,437","4,253","5,724","5,665","4,588","7,107","8,357","8,105","8,492","9,495","11,207","13,056","11,474","8,761","4,626","2,532","1,510","1,100","495","114","13"
"경상남도 창원시 마산합포구 (4812500000)","174,487","174,487","3,778","5,311","7,941","7,310","6,693","7,818","9,088","9,119","12,030","13,368","13,362","14,754","14,490","16,746","13,075","9,047","5,691","3,375","1,227","239","25","86,258","86,258","1,876","2,791","4,084","3,777","3,708","4,361","4,840","4,754","6,269","7,102","6,872","7,409","7,020","7,790","5,972","3,994","2,230","1,076","302","29","2","88,229","88,229","1,902","2,520","3,857","3,533","2,985","3,457","4,248","4,365","5,761","6,266","6,490","7,345","7,470","8,956","7,103","5,053","3,461","2,299","925","210","23"
"경상남도 창원시 마산회원구 (4812700000)","174,175","174,175","3,269","4,875","7,645","8,252","6,993","8,284","9,185","8,783","11,099","13,652","14,928","16,548","15,560","16,221","12,270","8,216","4,760","2,630","850","143","12","86,623","86,623","1,683","2,489","3,974","4,317","3,840","4,585","4,968","4,668","5,772","7,013","7,526","8,252","7,611","7,568","5,646","3,595","2,004","905","186","19","2","87,552","87,552","1,586","2,386","3,671","3,935","3,153","3,699","4,217","4,115","5,327","6,639","7,402","8,296","7,949","8,653","6,624","4,621","2,756","1,725","664","124","10"
"경상남도 창원시 진해구 (4812900000)","182,942","182,942","4,124","6,532","10,368","10,253","7,731","9,244","10,316","9,978","14,296","17,257","17,137","15,113","13,101","13,497","9,833","6,435","4,081","2,525","931","170","20","94,337","94,337","2,099","3,387","5,405","5,265","4,514","5,435","5,961","5,338","7,466","8,993","9,158","8,000","6,605","6,461","4,673","2,885","1,625","819","217","29","2","88,605","88,605","2,025","3,145","4,963","4,988","3,217","3,809","4,355","4,640","6,830","8,264","7,979","7,113","6,496","7,036","5,160","3,550","2,456","1,706","714","141","18"
"경상남도 진주시 (4817000000)","334,651","334,651","8,749","11,194","16,241","17,152","18,087","18,997","20,247","18,602","21,827","24,533","27,514","29,277","25,611","26,794","18,841","13,506","9,060","5,667","2,261","441","50","165,406","165,406","4,492","5,803","8,425","8,932","10,024","10,511","10,863","9,759","10,807","12,148","13,703","14,411","12,564","12,707","8,649","5,872","3,504","1,680","475","73","4","169,245","169,245","4,257","5,391","7,816","8,220","8,063","8,486","9,384","8,843","11,020","12,385","13,811","14,866","13,047","14,087","10,192","7,634","5,556","3,987","1,786","368","46"
"경상남도 통영시 (4822000000)","115,890","115,890","1,653","2,950","5,616","6,432","4,388","4,011","4,073","4,591","7,402","9,625","10,652","11,028","10,563","11,699","8,426","5,980","3,655","2,195","781","155","15","58,214","58,214","855","1,489","2,841","3,309","2,520","2,296","2,173","2,348","3,770","5,074","5,772","5,797","5,300","5,689","3,965","2,770","1,408","647","169","19","3","57,676","57,676","798","1,461","2,775","3,123","1,868","1,715","1,900","2,243","3,632","4,551","4,880","5,231","5,263","6,010","4,461","3,210","2,247","1,548","612","136","12"
"경상남도 사천시 (4824000000)","107,882","107,882","2,180","2,973","4,743","5,227","3,808","4,956","5,554","4,863","6,606","8,433","9,522","9,931","8,990","9,606","7,219","5,506","3,919","2,590","1,023","214","19","54,823","54,823","1,114","1,553","2,445","2,746","2,270","2,990","3,306","2,667","3,459","4,370","5,091","5,256","4,687","4,637","3,398","2,423","1,397","765","222","27","0","53,059","53,059","1,066","1,420","2,298","2,481","1,538","1,966","2,248","2,196","3,147","4,063","4,431","4,675","4,303","4,969","3,821","3,083","2,522","1,825","801","187","19"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","532,777","532,777","13,567","19,559","28,961","29,510","23,859","28,679","33,623","31,320","39,079","46,092","51,549","52,928","43,304","36,754","22,470","14,486","9,169","5,454","2,001","374","39","269,434","269,434","6,985","10,111","14,696","15,136","13,388","15,684","17,962","16,508","20,019","23,092","25,428","26,602","22,359","18,702","10,877","6,307","3,480","1,599","444","51","4","263,343","263,343","6,582","9,448","14,265","14,374","10,471","12,995","15,661","14,812","19,060","23,000","26,121","26,326","20,945","18,052","11,593","8,179","5,689","3,855","1,557","323","35"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","98,591","98,591","1,341","2,112","3,148","3,676","2,837","3,492","3,862","3,605","4,900","5,951","7,152","9,006","10,454","12,141","9,418","6,523","4,554","2,978","1,201","217","23","48,978","48,978","672","1,074","1,638","1,948","1,669","2,041","2,276","1,949","2,611","3,146","3,760","4,569","5,275","6,007","4,529","2,943","1,721","856","259","32","3","49,613","49,613","669","1,038","1,510","1,728","1,168","1,451","1,586","1,656","2,289","2,805","3,392","4,437","5,179","6,134","4,889","3,580","2,833","2,122","942","185","20"
"경상남도 거제시 (4831000000)","229,029","229,029","4,561","8,872","14,924","13,734","8,364","9,428","9,955","11,968","20,528","23,190","23,615","21,757","17,560","16,793","10,521","6,226","3,653","2,201","954","200","25","120,466","120,466","2,374","4,601","7,726","7,184","4,993","5,371","5,526","6,153","10,798","12,606","12,779","11,911","9,262","8,570","5,203","3,100","1,426","654","199","27","3","108,563","108,563","2,187","4,271","7,198","6,550","3,371","4,057","4,429","5,815","9,730","10,584","10,836","9,846","8,298","8,223","5,318","3,126","2,227","1,547","755","173","22"
"경상남도 양산시 (4833000000)","361,389","361,389","9,838","14,368","19,567","18,154","13,722","17,395","22,163","22,667","28,211","31,641","31,470","32,152","28,255","27,301","18,458","11,941","7,677","4,489","1,548","339","33","181,064","181,064","5,053","7,399","9,969","9,323","7,415","9,343","11,606","11,782","14,613","16,132","15,952","15,841","14,353","13,264","8,640","5,370","3,126","1,415","405","55","8","180,325","180,325","4,785","6,969","9,598","8,831","6,307","8,052","10,557","10,885","13,598","15,509","15,518","16,311","13,902","14,037","9,818","6,571","4,551","3,074","1,143","284","25"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,531","24,531","260","380","596","696","581","647","683","691","915","1,231","1,659","2,332","2,644","3,349","2,495","1,870","1,543","1,267","557","115","20","12,302","12,302","146","190","340","372","356","396","382","348","471","712","933","1,285","1,472","1,829","1,284","857","489","333","92","11","4","12,229","12,229","114","190","256","324","225","251","301","343","444","519","726","1,047","1,172","1,520","1,211","1,013","1,054","934","465","104","16"
"경상남도 함안군 (4873000000)","56,867","56,867","660","1,267","2,297","2,791","1,726","1,796","1,847","1,873","2,869","4,013","4,702","5,470","5,785","6,514","4,890","3,344","2,348","1,829","693","144","9","29,253","29,253","328","679","1,183","1,435","1,076","1,092","1,101","984","1,438","2,104","2,619","3,055","3,129","3,455","2,476","1,621","829","488","143","17","1","27,614","27,614","332","588","1,114","1,356","650","704","746","889","1,431","1,909","2,083","2,415","2,656","3,059","2,414","1,723","1,519","1,341","550","127","8"
"경상남도 창녕군 (4874000000)","54,445","54,445","649","1,028","1,679","2,068","1,166","1,451","1,727","1,773","2,489","3,037","3,802","5,154","6,007","7,076","5,346","3,925","2,923","2,125","840","167","13","27,401","27,401","350","536","871","1,102","708","863","1,008","1,030","1,312","1,679","2,113","2,876","3,119","3,618","2,626","1,782","1,029","588","173","17","1","27,044","27,044","299","492","808","966","458","588","719","743","1,177","1,358","1,689","2,278","2,888","3,458","2,720","2,143","1,894","1,537","667","150","12"
"경상남도 고성군 (4882000000)","46,808","46,808","400","759","1,613","2,117","1,231","1,297","1,260","1,254","2,123","2,725","3,539","4,543","5,005","5,794","4,477","3,436","2,447","1,820","801","157","10","23,798","23,798","207","396","830","1,246","711","791","727","706","1,142","1,507","1,951","2,501","2,681","2,976","2,173","1,599","911","545","172","26","0","23,010","23,010","193","363","783","871","520","506","533","548","981","1,218","1,588","2,042","2,324","2,818","2,304","1,837","1,536","1,275","629","131","10"
"경상남도 남해군 (4884000000)","41,143","41,143","381","609","1,174","1,727","1,117","1,200","1,148","1,052","1,497","2,036","2,948","3,696","4,387","5,004","3,938","3,403","2,496","2,078","979","233","40","20,127","20,127","189","302","669","948","652","723","692","575","748","1,068","1,577","2,021","2,279","2,544","1,844","1,552","932","605","180","23","4","21,016","21,016","192","307","505","779","465","477","456","477","749","968","1,371","1,675","2,108","2,460","2,094","1,851","1,564","1,473","799","210","36"
"경상남도 하동군 (4885000000)","39,596","39,596","393","611","925","1,171","891","1,017","1,087","1,024","1,370","1,831","2,903","4,108","4,526","5,336","3,957","3,102","2,418","1,878","814","203","31","19,913","19,913","197","314","497","620","525","618","633","568","726","1,016","1,598","2,285","2,399","2,805","2,015","1,438","883","555","179","39","3","19,683","19,683","196","297","428","551","366","399","454","456","644","815","1,305","1,823","2,127","2,531","1,942","1,664","1,535","1,323","635","164","28"
"경상남도 산청군 (4886000000)","32,638","32,638","306","415","719","958","730","822","799","826","1,065","1,456","2,204","3,372","3,922","4,498","3,499","2,535","1,999","1,639","712","137","25","16,278","16,278","157","202","401","539","409","478","469","433","580","788","1,190","1,807","2,118","2,362","1,814","1,223","713","448","129","16","2","16,360","16,360","149","213","318","419","321","344","330","393","485","668","1,014","1,565","1,804","2,136","1,685","1,312","1,286","1,191","583","121","23"
